date_time,Open,High,Low,Close,Volume ,KC_M_1,KC_U_1,KC_D_1,KC_M_2,KC_U_2,KC_D_2,KC_M_3,KC_U_3,KC_D_3,Donchian_High_3,Donchian_Low_3,ATR,EMA12,EMA30,cs_size,cs_body_size,cs_body_pos,cs_body_ratio,next_Low,next_High,next_Close,DOWN_next_Low_under_Close,DOWN_next_High_over_Close,UP_next_High_over_Close,UP_next_Low_under_Close,DOWN_next_Low_and_High,UP_next_Low_and_High,hour,day,month,year
2010-01-06 00:00:00,1.43638,1.43686,1.43323,1.43532,10169.3,1.43637333333,1.4411,1.43164666667,1.43637333333,1.4411,1.43164666667,1.43637333333,1.4411,1.43164666667,1.44237,1.43323,0.00486375836927,1.43800353687,,0.00363,0.00106,1.43585,-0.000805,1.42807,1.43617,1.43281,1,0,0,1,0,0,0,2,1,2010
2010-01-06 04:00:00,1.43544,1.43617,1.42807,1.43281,13959.7,1.43452777778,1.43931444444,1.42974111111,1.43452777778,1.43931444444,1.42974111111,1.43452777778,1.43931444444,1.42974111111,1.43729,1.42807,0.00567281877696,1.43760914658,,0.0081,0.00263,1.434125,-0.002005,1.43242,1.43825,1.43472,0,0,1,0,0,0,4,2,1,2010
2010-01-06 08:00:00,1.43288,1.43825,1.43242,1.43472,16005.1,1.43420555556,1.44005888889,1.42835222222,1.43420555556,1.44005888889,1.42835222222,1.43420555556,1.44005888889,1.42835222222,1.43825,1.42807,0.00571211408272,1.43688158557,,0.00583,-0.00184,1.4338,0.001535,1.43323,1.43921,1.43865,0,0,1,0,0,0,8,2,1,2010
2010-01-06 12:00:00,1.43475,1.43921,1.43323,1.43865,18295.6,1.43483666667,1.44147333333,1.4282,1.43483666667,1.44147333333,1.4282,1.43483666667,1.44147333333,1.4282,1.43921,1.42807,0.00577908556204,1.43655364933,,0.00598,-0.0039,1.4367,-0.00048,1.43805,1.44342,1.44068,0,0,1,0,0,0,12,2,1,2010
2010-01-06 16:00:00,1.43869,1.44342,1.43805,1.44068,12276.1,1.43762555556,1.44335222222,1.43189888889,1.43762555556,1.44335222222,1.43189888889,1.43762555556,1.44335222222,1.43189888889,1.44342,1.43242,0.00567681417153,1.43688231866,,0.00537,-0.00199,1.439685,0.00105,1.43894,1.44167,1.44005,0,0,0,0,0,0,16,2,1,2010
2010-01-06 20:00:00,1.44079,1.44167,1.43894,1.44005,10266.0,1.43932222222,1.44401555556,1.43462888889,1.43932222222,1.44401555556,1.43462888889,1.43932222222,1.44401555556,1.43462888889,1.44342,1.43323,0.00494011062865,1.4374835004,,0.00273,0.00074,1.44042,-0.000115,1.43912,1.44432,1.44032,0,0,1,0,0,0,20,2,1,2010
2010-01-07 00:00:00,1.44008,1.44432,1.43912,1.44032,10336.5,1.44073,1.44516333333,1.43629666667,1.44073,1.44516333333,1.43629666667,1.44073,1.44516333333,1.43629666667,1.44432,1.43805,0.00500508297148,1.43788296188,,0.0052,-0.00024,1.4402,0.00152,1.43529,1.44159,1.43847,1,0,0,1,0,0,0,3,1,2010
2010-01-07 04:00:00,1.44036,1.44159,1.43529,1.43847,13767.3,1.43997444444,1.44471777778,1.43523111111,1.43997444444,1.44471777778,1.43523111111,1.43997444444,1.44471777778,1.43523111111,1.44432,1.43529,0.00532881222861,1.43826404467,,0.0063,0.00189,1.439415,-0.000975,1.43247,1.43999,1.4334,1,0,0,1,0,0,4,3,1,2010
2010-01-07 08:00:00,1.43852,1.43999,1.43247,1.4334,15502.4,1.43833,1.44467,1.43199,1.43833,1.44467,1.43199,1.43833,1.44467,1.43199,1.44432,1.43247,0.00587660917146,1.43830342241,,0.00752,0.00512,1.43596,0.00027,1.42976,1.43505,1.43263,1,0,0,1,0,0,8,3,1,2010
2010-01-07 12:00:00,1.43331,1.43505,1.42976,1.43263,18639.6,1.43540555556,1.44177555556,1.42903555556,1.43540555556,1.44177555556,1.42903555556,1.43540555556,1.44177555556,1.42903555556,1.44159,1.42976,0.00572995687859,1.43753520358,,0.00529,0.00068,1.43297,-0.000565,1.43018,1.4333,1.43255,1,0,0,1,0,0,12,3,1,2010
2010-01-07 16:00:00,1.43257,1.4333,1.43018,1.43255,12433.2,1.43325888889,1.43856888889,1.42794888889,1.43325888889,1.43856888889,1.42794888889,1.43325888889,1.43856888889,1.42794888889,1.43999,1.42976,0.00507746765895,1.43677132611,,0.00312,2.00000000001e-05,1.43256,-0.00082,1.43007,1.43256,1.43155,1,0,0,1,0,0,16,3,1,2010
2010-01-07 20:00:00,1.43241,1.43256,1.43007,1.43155,10128.5,1.43196111111,1.43559444444,1.42832777778,1.43196111111,1.43559444444,1.42832777778,1.43196111111,1.43559444444,1.42832777778,1.43505,1.42976,0.00443060074421,1.43610035286,,0.00249,0.00086,1.43198,-0.000665,1.42992,1.4326,1.43123,0,0,0,0,0,0,20,3,1,2010
2010-01-08 00:00:00,1.43164,1.4326,1.42992,1.43123,10241.5,1.43155111111,1.43431444444,1.42878777778,1.43155111111,1.43431444444,1.42878777778,1.43155111111,1.43431444444,1.42878777778,1.4333,1.42992,0.00399295055816,1.43541414473,1.43646466667,0.00268,0.00041,1.431435,-0.000175,1.42844,1.43343,1.43194,1,0,1,1,0,1,0,4,1,2010
2010-01-08 04:00:00,1.43115,1.43343,1.42844,1.43194,13673.3,1.43130444444,1.43469111111,1.42791777778,1.43130444444,1.43469111111,1.42791777778,1.43130444444,1.43469111111,1.42791777778,1.43343,1.42844,0.00424221291862,1.43475812246,1.43612178495,0.00499,-0.00079,1.431545,-0.00061,1.42874,1.43336,1.43015,1,0,0,1,0,0,4,4,1,2010
2010-01-08 08:00:00,1.43149,1.43336,1.42874,1.43015,15603.1,1.43109,1.43518666667,1.42699333333,1.43109,1.43518666667,1.42699333333,1.43109,1.43518666667,1.42699333333,1.43343,1.42844,0.00433665968896,1.43425533439,1.43582296011,0.00462,0.00134,1.43082,0.00023,1.42616,1.4414,1.43233,1,0,1,1,0,1,8,4,1,2010
2010-01-08 12:00:00,1.4301,1.4414,1.42616,1.43233,18464.5,1.43177222222,1.44005555556,1.42348888889,1.43177222222,1.44005555556,1.42348888889,1.43177222222,1.44005555556,1.42348888889,1.4414,1.42616,0.00706249476672,1.43361605218,1.43545373688,0.01524,-0.00223,1.431215,0.002565,1.43204,1.44382,1.44133,0,0,1,0,0,0,12,4,1,2010
2010-01-08 16:00:00,1.43226,1.44382,1.43204,1.44133,12422.3,1.43437,1.44491666667,1.42382333333,1.43437,1.44491666667,1.42382333333,1.43437,1.44491666667,1.42382333333,1.44382,1.42616,0.00824187107504,1.43340742876,1.43524768934,0.01178,-0.00907,1.436795,0.001135,1.44006,1.44207,1.44083,0,0,0,0,0,0,16,4,1,2010
2010-01-08 20:00:00,1.44129,1.44207,1.44006,1.44083,5747.7,1.43778222222,1.44745888889,1.42810555556,1.43778222222,1.44745888889,1.42810555556,1.43778222222,1.44745888889,1.42810555556,1.44382,1.42616,0.00668390330628,1.43462013203,1.43563751583,0.00201,0.00046,1.44106,5.00000000025e-06,1.44049,1.44761,1.44631,0,0,1,0,0,0,20,4,1,2010
2010-01-10 20:00:00,1.44265,1.44761,1.44049,1.44631,3808.7,1.44161777778,1.44858777778,1.43464777778,1.44161777778,1.44858777778,1.43464777778,1.44161777778,1.44858777778,1.43464777778,1.44761,1.43204,0.00679292747971,1.43585549633,1.43608993417,0.00712,-0.00366,1.44448,-0.00043,1.44614,1.4531,1.45203,0,0,1,0,0,0,20,6,1,2010
2010-01-11 00:00:00,1.44631,1.4531,1.44614,1.45203,10435.0,1.44540444444,1.45076777778,1.44004111111,1.44540444444,1.45076777778,1.44004111111,1.44540444444,1.45076777778,1.44004111111,1.4531,1.44006,0.00683469560978,1.43746388151,1.43674929325,0.00696,-0.00572,1.44917,0.00045,1.44769,1.4525,1.44858,1,0,0,1,0,0,0,0,1,2010
2010-01-11 04:00:00,1.45196,1.4525,1.44769,1.44858,14197.3,1.44827222222,1.45456888889,1.44197555556,1.44827222222,1.45456888889,1.44197555556,1.44827222222,1.45456888889,1.44197555556,1.4531,1.44049,0.00632852170734,1.43969405359,1.43773062917,0.00481,0.00338,1.45027,-0.000175,1.44827,1.45446,1.45303,0,0,1,0,0,0,4,0,1,2010
2010-01-11 08:00:00,1.44855,1.45446,1.44827,1.45303,14960.0,1.45064444444,1.45663111111,1.44465777778,1.45064444444,1.45663111111,1.44465777778,1.45064444444,1.45663111111,1.44465777778,1.45446,1.44614,0.0062938912805,1.44105650688,1.4384286531,0.00619,-0.00448,1.45079,0.000575,1.44937,1.45539,1.45465,1,0,1,1,0,1,8,0,1,2010
2010-01-11 12:00:00,1.45292,1.45539,1.44937,1.45465,18261.4,1.45154888889,1.45722222222,1.44587555556,1.45154888889,1.45722222222,1.44587555556,1.45154888889,1.45722222222,1.44587555556,1.45539,1.44769,0.00622541846038,1.44288165967,1.4393635787,0.00602,-0.00173,1.453785,-0.001405,1.4505,1.45509,1.45171,1,0,0,1,0,0,12,0,1,2010
2010-01-11 16:00:00,1.45463,1.45509,1.4505,1.45171,12225.2,1.45249666667,1.45809666667,1.44689666667,1.45249666667,1.45809666667,1.44689666667,1.45249666667,1.45809666667,1.44689666667,1.45539,1.44827,0.00581656384528,1.44468909664,1.44034850911,0.00459,0.00292,1.45317,-0.000375,1.44986,1.45278,1.45063,0,0,0,1,0,0,16,0,1,2010
2010-01-11 20:00:00,1.4518,1.45278,1.44986,1.45063,10062.3,1.45222,1.45673,1.44771,1.45222,1.45673,1.44771,1.45222,1.45673,1.44771,1.45539,1.44937,0.00509242288396,1.44578308178,1.44108731497,0.00292,0.00117,1.451215,0.000105,1.44507,1.45064,1.44696,1,0,0,1,0,0,20,0,1,2010
2010-01-12 00:00:00,1.45064,1.45064,1.44507,1.44696,10292.3,1.45036,1.45472,1.446,1.45036,1.45472,1.446,1.45036,1.45472,1.446,1.45509,1.44507,0.00521181716297,1.44653029996,1.44170361723,0.00557,0.00368,1.4488,-0.000945,1.44702,1.45208,1.45038,0,0,1,0,0,0,0,1,1,2010
2010-01-12 04:00:00,1.44725,1.45208,1.44702,1.45038,13837.1,1.44949111111,1.45400777778,1.44497444444,1.44949111111,1.45400777778,1.44497444444,1.44949111111,1.45400777778,1.44497444444,1.45278,1.44507,0.00518886287223,1.44664102305,1.44206144838,0.00506,-0.00313,1.448815,0.000735,1.44605,1.45137,1.44799,1,0,0,1,0,0,4,1,1,2010
2010-01-12 08:00:00,1.45052,1.45137,1.44605,1.44799,15596.1,1.44861777778,1.45393444444,1.44330111111,1.44861777778,1.45393444444,1.44330111111,1.44861777778,1.45393444444,1.44330111111,1.45208,1.44507,0.00522164715417,1.44723778873,1.44260716139,0.00532,0.00253,1.449255,-0.000545,1.44632,1.45479,1.45379,0,0,1,0,0,0,8,1,1,2010
2010-01-12 12:00:00,1.44775,1.45479,1.44632,1.45379,17956.0,1.44997666667,1.45626,1.44369333333,1.44997666667,1.45626,1.44369333333,1.44997666667,1.45626,1.44369333333,1.45479,1.44605,0.00603373536563,1.44731659047,1.44293895743,0.00847,-0.00604,1.45077,-0.000215,1.44801,1.45425,1.44957,1,0,0,1,0,0,12,1,1,2010
2010-01-12 16:00:00,1.45385,1.45425,1.44801,1.44957,12276.8,1.45023777778,1.45691444444,1.44356111111,1.45023777778,1.45691444444,1.44356111111,1.45023777778,1.45691444444,1.44356111111,1.45479,1.44605,0.00608530152422,1.44832173039,1.44364289566,0.00624,0.00428,1.45171,-0.00058,1.44701,1.4498,1.4475,1,0,0,1,0,0,16,1,1,2010
2010-01-12 20:00:00,1.44965,1.4498,1.44701,1.4475,9536.8,1.45011555556,1.45594888889,1.44428222222,1.45011555556,1.45594888889,1.44428222222,1.45011555556,1.45594888889,1.44428222222,1.45479,1.44632,0.00526147614317,1.44852607956,1.44403045078,0.00279,0.00215,1.448575,-0.00017,1.4455,1.44857,1.44782,1,0,0,1,0,0,20,1,1,2010
2010-01-13 00:00:00,1.44751,1.44857,1.4455,1.44782,10418.4,1.44867,1.45270333333,1.44463666667,1.44867,1.45270333333,1.44463666667,1.44867,1.45270333333,1.44463666667,1.45425,1.4455,0.00471360710737,1.44836975963,1.44425493782,0.00307,-0.00031,1.447665,-0.00063,1.44743,1.45139,1.44839,0,0,1,0,0,0,0,2,1,2010
2010-01-13 04:00:00,1.44784,1.45139,1.44743,1.44839,13891.5,1.44815666667,1.45143,1.44488333333,1.44815666667,1.45143,1.44488333333,1.44815666667,1.45143,1.44488333333,1.45139,1.4455,0.00452520533053,1.44828825815,1.44448623216,0.00396,-0.00055,1.448115,0.001295,1.44605,1.45536,1.45455,1,0,1,1,0,1,4,2,1,2010
2010-01-13 08:00:00,1.44843,1.45536,1.44605,1.45455,15522.9,1.44945111111,1.45489777778,1.44400444444,1.44945111111,1.45489777778,1.44400444444,1.44945111111,1.45489777778,1.44400444444,1.45536,1.4455,0.0057214039979,1.44831006459,1.44474066879,0.00931,-0.00612,1.45149,-0.000785,1.44906,1.45797,1.45088,1,0,1,1,0,1,8,2,1,2010
2010-01-13 12:00:00,1.45442,1.45797,1.44906,1.45088,17721.0,1.45123111111,1.45862444444,1.44383777778,1.45123111111,1.45862444444,1.44383777778,1.45123111111,1.45862444444,1.44383777778,1.45797,1.44605,0.00651855299842,1.44925005465,1.44536514177,0.00891,0.00354,1.45265,0.000865,1.44708,1.45203,1.45115,1,0,0,1,0,0,12,2,1,2010
2010-01-13 16:00:00,1.45082,1.45203,1.44708,1.45115,12242.9,1.45157,1.45929333333,1.44384666667,1.45157,1.45929333333,1.44384666667,1.45157,1.45929333333,1.44384666667,1.45797,1.44605,0.00612641474882,1.4494915847,1.44571706811,0.00495,-0.00033,1.450985,-0.00143,1.44933,1.45238,1.45215,0,0,0,1,0,0,16,2,1,2010
2010-01-13 20:00:00,1.45106,1.45238,1.44933,1.45215,10717.0,1.45133666667,1.45697333333,1.4457,1.45133666667,1.45697333333,1.4457,1.45133666667,1.45697333333,1.4457,1.45797,1.44708,0.00535731106161,1.44973287937,1.44606177339,0.00305,-0.00109,1.451605,-0.00075,1.45189,1.45474,1.45356,0,0,1,0,0,0,20,2,1,2010
2010-01-14 00:00:00,1.45209,1.45474,1.45189,1.45356,10418.9,1.45159,1.45520666667,1.44797333333,1.45159,1.45520666667,1.44797333333,1.45159,1.45520666667,1.44797333333,1.45474,1.44708,0.00473048329621,1.45009551331,1.44645069124,0.00285,-0.00147,1.452825,0.00049,1.45233,1.45546,1.4533,0,0,0,0,0,0,0,3,1,2010
2010-01-14 04:00:00,1.45338,1.45546,1.45233,1.4533,13782.3,1.45279333333,1.45580333333,1.44978333333,1.45279333333,1.45580333333,1.44978333333,1.45279333333,1.45580333333,1.44978333333,1.45546,1.44933,0.00433036247216,1.45060081895,1.44689774342,0.00313,7.99999999999e-05,1.45334,0.000555,1.44874,1.45326,1.44903,1,0,0,1,0,0,4,3,1,2010
2010-01-14 08:00:00,1.45298,1.45326,1.44874,1.44903,15034.8,1.45247888889,1.45597888889,1.44897888889,1.45247888889,1.45597888889,1.44897888889,1.45247888889,1.45597888889,1.44897888889,1.45546,1.44874,0.00438777185412,1.45096684681,1.44729014707,0.00452,0.00395,1.451005,-4.99999999981e-06,1.44631,1.45203,1.44727,1,0,1,1,0,1,8,3,1,2010
2010-01-14 12:00:00,1.44893,1.45203,1.44631,1.44727,18257.5,1.45085888889,1.45531555556,1.44640222222,1.45085888889,1.45531555556,1.44640222222,1.45085888889,1.45531555556,1.44640222222,1.45546,1.44631,0.00472082889059,1.45065348576,1.44739594403,0.00572,0.00166,1.4481,0.00107,1.4445,1.45188,1.45026,1,0,1,1,0,1,12,3,1,2010
2010-01-14 16:00:00,1.44725,1.45188,1.4445,1.45026,12293.0,1.44925333333,1.45512666667,1.44338,1.44925333333,1.45512666667,1.44338,1.44925333333,1.45512666667,1.44338,1.45326,1.4445,0.00538562166794,1.45012987257,1.44738652829,0.00738,-0.00301,1.448755,-0.000565,1.4492,1.45111,1.44982,0,0,0,0,0,0,16,3,1,2010
2010-01-14 20:00:00,1.45019,1.45111,1.4492,1.44982,10184.2,1.44915333333,1.45415666667,1.44415,1.44915333333,1.45415666667,1.44415,1.44915333333,1.45415666667,1.44415,1.45203,1.4445,0.00451671625096,1.45013912294,1.44756739743,0.00191,0.00037,1.450005,0.00015,1.44065,1.45023,1.44269,1,0,0,1,0,0,20,3,1,2010
2010-01-15 00:00:00,1.44974,1.45023,1.44065,1.44269,10485.3,1.44781555556,1.45410555556,1.44152555556,1.44781555556,1.45410555556,1.44152555556,1.44781555556,1.45410555556,1.44152555556,1.45188,1.44065,0.00578253718822,1.45007771941,1.44770756534,0.00958,0.00705,1.446215,-0.000775,1.44035,1.44444,1.44126,1,0,0,1,0,0,0,4,1,2010
2010-01-15 04:00:00,1.44289,1.44444,1.44035,1.44126,13864.4,1.44552777778,1.45072111111,1.44033444444,1.44552777778,1.45072111111,1.44033444444,1.44552777778,1.45072111111,1.44033444444,1.45111,1.44035,0.00535940289116,1.44897191642,1.44739675467,0.00409,0.00163,1.442075,0.00032,1.43669,1.44218,1.43861,1,0,0,1,0,0,4,4,1,2010
2010-01-15 08:00:00,1.44118,1.44218,1.43669,1.43861,15341.9,1.4419,1.44828666667,1.43551333333,1.4419,1.44828666667,1.43551333333,1.4419,1.44828666667,1.43551333333,1.45023,1.43669,0.00539205216837,1.44777316005,1.44699567372,0.00549,0.00257,1.439895,-0.00046,1.43548,1.43982,1.43672,1,0,0,1,0,0,8,4,1,2010
2010-01-15 12:00:00,1.43863,1.43982,1.43548,1.43672,18055.2,1.43950555556,1.44414555556,1.43486555556,1.43950555556,1.44414555556,1.43486555556,1.43950555556,1.44414555556,1.43486555556,1.44444,1.43548,0.00512903912628,1.44636652004,1.44645595284,0.00434,0.00191,1.437675,-2.49999999999e-05,1.43347,1.43863,1.43549,1,0,0,1,0,0,12,4,1,2010
2010-01-15 16:00:00,1.4368,1.43863,1.43347,1.43549,12505.5,1.43745444444,1.44245111111,1.43245777778,1.43745444444,1.44245111111,1.43245777778,1.43745444444,1.44245111111,1.43245777778,1.44218,1.43347,0.00513677934471,1.44489474773,1.44583298814,0.00516,0.00131,1.436145,-9.50000000002e-05,1.43546,1.43909,1.43849,0,0,1,0,0,0,16,4,1,2010
2010-01-15 20:00:00,1.43565,1.43909,1.43546,1.43849,5975.9,1.43696111111,1.44133777778,1.43258444444,1.43696111111,1.44133777778,1.43258444444,1.43696111111,1.44133777778,1.43258444444,1.43982,1.43347,0.00476008450853,1.44347247885,1.44517602116,0.00363,-0.00284,1.43707,0.000205,1.43415,1.43708,1.43665,1,0,0,1,0,0,20,4,1,2010
2010-01-17 20:00:00,1.4353,1.43708,1.43415,1.43665,4072.8,1.43650111111,1.44040777778,1.43259444444,1.43650111111,1.44040777778,1.43259444444,1.43650111111,1.44040777778,1.43259444444,1.43909,1.43347,0.0046550633814,1.44221517441,1.44453885851,0.00293,-0.00135,1.435975,-0.00036,1.43325,1.43742,1.43657,1,0,0,1,0,0,20,6,1,2010
2010-01-18 00:00:00,1.43665,1.43742,1.43325,1.43657,9857.5,1.43646222222,1.44003888889,1.43288555556,1.43646222222,1.44003888889,1.43288555556,1.43646222222,1.44003888889,1.43288555556,1.43909,1.43325,0.00453379753605,1.44135899373,1.44402989989,0.00417,7.99999999999e-05,1.43661,-0.001275,1.43624,1.43949,1.43807,0,0,1,0,0,0,0,0,1,2010
2010-01-18 04:00:00,1.43658,1.43949,1.43624,1.43807,11964.5,1.43654666667,1.43999666667,1.43309666667,1.43654666667,1.43999666667,1.43309666667,1.43654666667,1.43999666667,1.43309666667,1.43949,1.43325,0.00421284815204,1.44062376393,1.44354926119,0.00325,-0.00149,1.437325,0.00054,1.43596,1.4391,1.43804,1,0,0,1,0,0,4,0,1,2010
2010-01-18 08:00:00,1.43817,1.4391,1.43596,1.43804,18176.9,1.43712666667,1.44064666667,1.43360666667,1.43712666667,1.44064666667,1.43360666667,1.43712666667,1.44064666667,1.43360666667,1.43949,1.43325,0.00394463611403,1.44024626178,1.44320221208,0.00314,0.00013,1.438105,-0.000575,1.43644,1.43969,1.43834,0,0,0,0,0,0,8,0,1,2010
2010-01-18 12:00:00,1.43806,1.43969,1.43644,1.43834,15849.3,1.43793,1.44114333333,1.43471666667,1.43793,1.44114333333,1.43471666667,1.43793,1.44114333333,1.43471666667,1.43969,1.43596,0.00377097708552,1.43990991382,1.44287045646,0.00325,-0.00028,1.4382,-0.000135,1.43751,1.43999,1.43889,0,0,0,0,0,0,12,0,1,2010
2010-01-18 16:00:00,1.43836,1.43999,1.43751,1.43889,13923.9,1.43821777778,1.44117444444,1.43526111111,1.43821777778,1.44117444444,1.43526111111,1.43821777778,1.44117444444,1.43526111111,1.43999,1.43596,0.00344823281414,1.43967146554,1.44257945927,0.00248,-0.00053,1.438625,0.000125,1.43742,1.4407,1.44039,0,0,0,0,0,0,16,0,1,2010
2010-01-18 20:00:00,1.43871,1.4407,1.43742,1.44039,10388.8,1.43881888889,1.44182222222,1.43581555556,1.43881888889,1.44182222222,1.43581555556,1.43881888889,1.44182222222,1.43581555556,1.4407,1.43644,0.00340617461061,1.43952354776,1.44232981674,0.00328,-0.00168,1.43955,-0.00049,1.43814,1.44118,1.43945,1,0,0,1,0,0,20,0,1,2010
