Time,Ask,Bid,AskVolume,BidVolume,spread,spread_volume
2016-08-31,1.11807619479,1.11805273462,2.62681476001,2.57031137001,2.34601698992e-05,0.0565033900017
2016-08-31,1.11004774732,1.11002507711,2.69803300001,2.58884776001,2.26702098747e-05,0.109185240001
2016-08-31,1.11576629301,1.11574513823,2.64944410001,2.60002038001,2.11547802802e-05,0.049423720001
2016-08-31,1.12398066404,1.12395839773,2.67503307001,2.59633541001,2.22663099239e-05,0.0786976600002
2016-08-31,1.13159319836,1.13157063036,2.61469160001,2.60132197001,2.25680000874e-05,0.0133696299989
2016-08-31,1.12979259731,1.12977109052,2.68010541001,2.54377760001,2.15067900715e-05,0.13632781
2016-08-31,1.11935314672,1.11933052542,2.56705931001,2.55570649001,2.26213001289e-05,0.0113528200007
2016-08-31,1.11450330295,1.1144832571,2.84528065446,2.86304772792,2.00458449513e-05,-0.0177670734626
2016-09-30,1.11766733857,1.11764601674,2.94896440307,2.80066480947,2.13218376566e-05,0.148299593604
2016-09-30,1.11887273407,1.118849174,2.87861281001,2.66740302001,2.35600698753e-05,0.211209790001
2016-09-30,1.12589691434,1.12587550461,2.96868357001,2.82353119001,2.14097302389e-05,0.145152380001
2016-09-30,1.12317639726,1.12315092214,2.92104670001,2.73148159001,2.54751202813e-05,0.18956511
2016-09-30,1.12345861325,1.12343561495,2.93549939001,2.78919761001,2.29982999569e-05,0.146301779999
2016-09-30,1.11673838448,1.11671286472,2.89877266001,2.96980698001,2.5519760231e-05,-0.0710343200003
2016-09-30,1.11980922933,1.11978461081,3.12663501002,3.00553446002,2.46185201127e-05,0.121100549999
2016-09-30,1.12355967061,1.1235345075,3.08849711002,2.96276605002,2.51631095722e-05,0.125731059999
2016-09-30,1.12152385003,1.12149844665,3.20455076002,3.12910200002,2.54033794558e-05,0.0754487599987
2016-09-30,1.12042694992,1.12040557368,3.10787599253,3.03581051702,2.13762365753e-05,0.0720654755136
2016-10-31,1.12027086805,1.12024723998,3.24354269079,2.8694657484,2.36280672619e-05,0.374076942391
2016-10-31,1.11876618472,1.11874151012,3.03616376002,2.81903114002,2.46746001835e-05,0.217132620001
2016-10-31,1.11404165148,1.11401525168,2.88327131002,2.87372439002,2.63998001857e-05,0.00954691999791
2016-10-31,1.10284011116,1.10281452476,2.87237620002,2.88414925002,2.55864000533e-05,-0.0117730500025
2016-10-31,1.0994695605,1.09944442292,2.92342407002,2.97313229002,2.51375795901e-05,-0.0497082200008
2016-10-31,1.09236364547,1.09233878771,2.89634881002,2.98658646002,2.48577601145e-05,-0.0902376500008
2016-10-31,1.09180545422,1.09178062088,2.82171666913,2.83649557758,2.48333382478e-05,-0.0147789084454
2016-11-30,1.10745701364,1.10742882289,2.76877885037,2.7250032782,2.81907545669e-05,0.0437755721727
2016-11-30,1.07554950856,1.07552496808,2.74153964501,2.65151084997,2.45404739694e-05,0.0900287950469
